id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
139900,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Pit<1Month,0,0,0,
139901,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Pit>1Month,0,0,0,
139902,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
139903,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Deep Bedding,0.035,0.0245,0.0455,
139904,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Composting,0.04,0.028,0.052,
139905,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Aerobic Treatment,0,0,0,
139906,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Lagoon,0,0,0,
139907,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Liquid/Slurry,0,0,0,
139908,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Solid Storage,0.015,0.0105,0.0195,
139909,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Dry Lot,0.035,0.0245,0.0455,
139910,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Pasture/Range/Paddock,0.24,0.168,0.312,
139911,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Daily Spread,0,0,0,
139912,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Digester,0,0,0,
139913,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Burned For Fuel,0,0,0,
139914,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Pit<1Month,0,0,0,
139915,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Pit>1Month,0,0,0,
139916,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Poultry Manure,0,0,0,
139917,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Deep Bedding,0.035,0.0245,0.0455,
139918,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Composting,0.04,0.028,0.052,
139919,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Wet,Aerobic Treatment,0,0,0,
139920,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Lagoon,0,0,0,
139921,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Liquid/Slurry,0,0,0,
139922,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Solid Storage,0.015,0.0105,0.0195,
139923,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Dry Lot,0.035,0.0245,0.0455,
139924,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139925,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Daily Spread,0,0,0,
139926,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Digester,0,0,0,
139927,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
139928,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Pit<1Month,0,0,0,
139929,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Pit>1Month,0,0,0,
139930,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
139931,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Deep Bedding,0.035,0.0245,0.0455,
139932,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Composting,0.04,0.028,0.052,
139933,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Moist,Aerobic Treatment,0,0,0,
139934,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Lagoon,0,0,0,
139935,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Liquid/Slurry,0,0,0,
139936,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Solid Storage,0.015,0.0105,0.0195,
139937,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Dry Lot,0.035,0.0245,0.0455,
139938,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Pasture/Range/Paddock,0,0,0,
139939,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Daily Spread,0,0,0,
139940,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Digester,0,0,0,
139941,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
139942,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Pit<1Month,0,0,0,
139943,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Pit>1Month,0,0,0,
139944,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
139945,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Deep Bedding,0.035,0.0245,0.0455,
139946,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Composting,0.04,0.028,0.052,
139947,EmissionType object (4),Ostrich,Low-Productivity,Tropical,Dry,Aerobic Treatment,0,0,0,
139948,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Lagoon,0,0,0,
139949,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Liquid/Slurry,0,0,0,
139950,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
139951,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
139952,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139953,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Daily Spread,0,0,0,
139954,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Digester,0,0,0,
139955,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Burned For Fuel,0,0,0,
139956,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Pit<1Month,0,0,0,
139957,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Pit>1Month,0,0,0,
139958,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Poultry Manure,0,0,0,
139959,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
139960,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Composting,0.04,0.028,0.052,
139961,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Moist,Aerobic Treatment,0,0,0,
139962,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Lagoon,0,0,0,
139963,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Liquid/Slurry,0,0,0,
139964,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
139965,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
139966,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Pasture/Range/Paddock,0,0,0,
139967,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Daily Spread,0,0,0,
139968,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Digester,0,0,0,
139969,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Burned For Fuel,0,0,0,
139970,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Pit<1Month,0,0,0,
139971,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Pit>1Month,0,0,0,
139972,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Poultry Manure,0,0,0,
139973,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
139974,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Composting,0.04,0.028,0.052,
139975,EmissionType object (4),Llamas And Alpacas,High-Productivity,Cool Temperate,Dry,Aerobic Treatment,0,0,0,
139976,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Lagoon,0,0,0,
139977,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Liquid/Slurry,0,0,0,
139978,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Solid Storage,0.015,0.0105,0.0195,
139979,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Dry Lot,0.035,0.0245,0.0455,
139980,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139981,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Daily Spread,0,0,0,
139982,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Digester,0,0,0,
139983,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Burned For Fuel,0,0,0,
139984,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Pit<1Month,0,0,0,
139985,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Pit>1Month,0,0,0,
139986,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Poultry Manure,0,0,0,
139987,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Deep Bedding,0.035,0.0245,0.0455,
139988,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Composting,0.04,0.028,0.052,
139989,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Moist,Aerobic Treatment,0,0,0,
139990,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Lagoon,0,0,0,
139991,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Liquid/Slurry,0,0,0,
139992,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Solid Storage,0.015,0.0105,0.0195,
139993,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Dry Lot,0.035,0.0245,0.0455,
139994,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Pasture/Range/Paddock,0,0,0,
139995,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Daily Spread,0,0,0,
139996,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Digester,0,0,0,
139997,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Burned For Fuel,0,0,0,
139998,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Pit<1Month,0,0,0,
139999,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Pit>1Month,0,0,0,
140000,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Poultry Manure,0,0,0,
140001,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Deep Bedding,0.035,0.0245,0.0455,
140002,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Composting,0.04,0.028,0.052,
140003,EmissionType object (4),Llamas And Alpacas,High-Productivity,Boreal,Dry,Aerobic Treatment,0,0,0,
140004,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Lagoon,0,0,0,
140005,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Liquid/Slurry,0,0,0,
140006,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
140007,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
140008,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
140009,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Daily Spread,0,0,0,
140010,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Digester,0,0,0,
140011,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
140012,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Pit<1Month,0,0,0,
140013,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Pit>1Month,0,0,0,
140014,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
140015,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
140016,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Composting,0.04,0.028,0.052,
140017,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Moist,Aerobic Treatment,0,0,0,
140018,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Lagoon,0,0,0,
140019,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Liquid/Slurry,0,0,0,
140020,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
140021,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
140022,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0,0,0,
140023,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Daily Spread,0,0,0,
140024,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Digester,0,0,0,
140025,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
140026,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Pit<1Month,0,0,0,
140027,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Pit>1Month,0,0,0,
140028,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
140029,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
140030,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Composting,0.04,0.028,0.052,
140031,EmissionType object (4),Llamas And Alpacas,High-Productivity,Warm Temperate,Dry,Aerobic Treatment,0,0,0,
140032,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Lagoon,0,0,0,
140033,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Liquid/Slurry,0,0,0,
140034,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Solid Storage,0.015,0.0105,0.0195,
140035,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Dry Lot,0.035,0.0245,0.0455,
140036,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0,0,0,
140037,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Daily Spread,0,0,0,
140038,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Digester,0,0,0,
140039,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
140040,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Pit<1Month,0,0,0,
140041,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Pit>1Month,0,0,0,
140042,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
140043,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Deep Bedding,0.035,0.0245,0.0455,
140044,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Composting,0.04,0.028,0.052,
140045,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical Montane,Dry,Aerobic Treatment,0,0,0,
140046,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Lagoon,0,0,0,
140047,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Liquid/Slurry,0,0,0,
140048,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Solid Storage,0.015,0.0105,0.0195,
140049,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Dry Lot,0.035,0.0245,0.0455,
140050,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Pasture/Range/Paddock,0.24,0.168,0.312,
140051,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Daily Spread,0,0,0,
140052,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Digester,0,0,0,
140053,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Burned For Fuel,0,0,0,
140054,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Pit<1Month,0,0,0,
140055,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Pit>1Month,0,0,0,
140056,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Poultry Manure,0,0,0,
140057,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Deep Bedding,0.035,0.0245,0.0455,
140058,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Composting,0.04,0.028,0.052,
140059,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Wet,Aerobic Treatment,0,0,0,
140060,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Lagoon,0,0,0,
140061,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Liquid/Slurry,0,0,0,
140062,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Solid Storage,0.015,0.0105,0.0195,
140063,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Dry Lot,0.035,0.0245,0.0455,
140064,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
140065,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Daily Spread,0,0,0,
140066,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Digester,0,0,0,
140067,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
140068,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Pit<1Month,0,0,0,
140069,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Pit>1Month,0,0,0,
140070,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
140071,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Deep Bedding,0.035,0.0245,0.0455,
140072,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Composting,0.04,0.028,0.052,
140073,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Moist,Aerobic Treatment,0,0,0,
140074,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Lagoon,0,0,0,
140075,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Liquid/Slurry,0,0,0,
140076,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Solid Storage,0.015,0.0105,0.0195,
140077,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Dry Lot,0.035,0.0245,0.0455,
140078,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Pasture/Range/Paddock,0,0,0,
140079,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Daily Spread,0,0,0,
140080,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Digester,0,0,0,
140081,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
140082,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Pit<1Month,0,0,0,
140083,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Pit>1Month,0,0,0,
140084,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
140085,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Deep Bedding,0.035,0.0245,0.0455,
140086,EmissionType object (4),Llamas And Alpacas,High-Productivity,Tropical,Dry,Composting,0.04,0.028,0.052,
