id,climate,moisture,continent,land_use_type,value,value_min,value_max,"source: Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.2, 5.3, 5.9."
47096,Tropical Montane,Dry,Central Asia,Sugarcane,4.7,1.175,8.225,
47097,Tropical Montane,Dry,Central Asia,Wheat,4.7,1.175,8.225,
47098,Tropical Montane,Dry,Central Asia,Beans & Pulses,4.7,1.175,8.225,
47099,Tropical Montane,Dry,Central Asia,Tubers,4.7,1.175,8.225,
47100,Tropical Montane,Dry,Central Asia,Root Crops,4.7,1.175,8.225,
47101,Tropical Montane,Dry,Central Asia,Barley,4.7,1.175,8.225,
47102,Tropical Montane,Dry,Central Asia,Oats,4.7,1.175,8.225,
47103,Tropical Montane,Dry,Central Asia,Millet,4.7,1.175,8.225,
47104,Tropical Montane,Dry,Central Asia,Sorghum,4.7,1.175,8.225,
47105,Tropical Montane,Dry,Central Asia,Rye,4.7,1.175,8.225,
47106,Tropical Montane,Dry,Central Asia,Soybeans,4.7,1.175,8.225,
47107,Tropical Montane,Dry,Central Asia,Dry Bean,4.7,1.175,8.225,
47108,Tropical Montane,Dry,Central Asia,Potatoes,4.7,1.175,8.225,
47109,Tropical Montane,Dry,Central Asia,Peanuts,4.7,1.175,8.225,
47110,Tropical Montane,Dry,Central Asia,Vegetables,4.7,1.175,8.225,
47111,Tropical Montane,Dry,Central Asia,Oilseeds,4.7,1.175,8.225,
47112,Tropical Montane,Dry,Central Asia,Groundnuts,4.7,1.175,8.225,
47113,Tropical Montane,Dry,Central Asia,Annual Cropland,4.7,1.175,8.225,
47114,Tropical Montane,Dry,Central Asia,Set Aside,4.7,1.175,8.225,
47115,Tropical Montane,Dry,Central Asia,Flooded Rice,4.7,1.175,8.225,
47116,Tropical Montane,Dry,Central Asia,Grassland,4.09,1.0225,7.1575,
47117,Tropical Montane,Dry,Central Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47118,Tropical Montane,Dry,Central Asia,Settlement,0,#N/A,#N/A,
47119,Tropical Montane,Dry,Central Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47120,Tropical Montane,Dry,Central Asia,Alley Cropping,23.7,5.925,41.475,
47121,Tropical Montane,Dry,Central Asia,Perennial Fallow,11.1,2.775,19.425,
47122,Tropical Montane,Dry,Central Asia,Hedgerow,4.7,3.337,6.063,
47123,Tropical Montane,Dry,Central Asia,Multistrata,32.5,8.125,56.875,
47124,Tropical Montane,Dry,Central Asia,Parkland,5.9,1.475,10.325,
47125,Tropical Montane,Dry,Central Asia,Shaded Perennial,24,6,42,
47126,Tropical Montane,Dry,Central Asia,Silvoarable,36.1,9.025,63.175,
47127,Tropical Montane,Dry,Central Asia,Silvopasture,29.1,7.275,50.925,
47128,Tropical Montane,Dry,Central Asia,Other Land,1,#N/A,#N/A,
47129,Tropical Montane,Dry,Central Asia,Tea,18.3,4.575,32.025,
47130,Tropical Montane,Dry,Central Asia,Oil Palm,30,7.5,52.5,
47131,Tropical Montane,Dry,Central Asia,Rubber,40.1,10.025,70.175,
47132,Tropical Montane,Dry,Eastern Asia,Grains,4.7,1.175,8.225,
47133,Tropical Montane,Dry,Eastern Asia,Maize,4.7,1.175,8.225,
47134,Tropical Montane,Dry,Eastern Asia,Sugarcane,4.7,1.175,8.225,
47135,Tropical Montane,Dry,Eastern Asia,Wheat,4.7,1.175,8.225,
47136,Tropical Montane,Dry,Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
47137,Tropical Montane,Dry,Eastern Asia,Tubers,4.7,1.175,8.225,
47138,Tropical Montane,Dry,Eastern Asia,Root Crops,4.7,1.175,8.225,
47139,Tropical Montane,Dry,Eastern Asia,Barley,4.7,1.175,8.225,
47140,Tropical Montane,Dry,Eastern Asia,Oats,4.7,1.175,8.225,
47141,Tropical Montane,Dry,Eastern Asia,Millet,4.7,1.175,8.225,
47142,Tropical Montane,Dry,Eastern Asia,Sorghum,4.7,1.175,8.225,
47143,Tropical Montane,Dry,Eastern Asia,Rye,4.7,1.175,8.225,
47144,Tropical Montane,Dry,Eastern Asia,Soybeans,4.7,1.175,8.225,
47145,Tropical Montane,Dry,Eastern Asia,Dry Bean,4.7,1.175,8.225,
47146,Tropical Montane,Dry,Eastern Asia,Potatoes,4.7,1.175,8.225,
47147,Tropical Montane,Dry,Eastern Asia,Peanuts,4.7,1.175,8.225,
47148,Tropical Montane,Dry,Eastern Asia,Vegetables,4.7,1.175,8.225,
47149,Tropical Montane,Dry,Eastern Asia,Oilseeds,4.7,1.175,8.225,
47150,Tropical Montane,Dry,Eastern Asia,Groundnuts,4.7,1.175,8.225,
47151,Tropical Montane,Dry,Eastern Asia,Annual Cropland,4.7,1.175,8.225,
47152,Tropical Montane,Dry,Eastern Asia,Set Aside,4.7,1.175,8.225,
47153,Tropical Montane,Dry,Eastern Asia,Flooded Rice,4.7,1.175,8.225,
47154,Tropical Montane,Dry,Eastern Asia,Grassland,4.09,1.0225,7.1575,
47155,Tropical Montane,Dry,Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47156,Tropical Montane,Dry,Eastern Asia,Settlement,0,#N/A,#N/A,
47157,Tropical Montane,Dry,Eastern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47158,Tropical Montane,Dry,Eastern Asia,Alley Cropping,23.7,5.925,41.475,
47159,Tropical Montane,Dry,Eastern Asia,Perennial Fallow,11.1,2.775,19.425,
47160,Tropical Montane,Dry,Eastern Asia,Hedgerow,4.7,3.337,6.063,
47161,Tropical Montane,Dry,Eastern Asia,Multistrata,32.5,8.125,56.875,
47162,Tropical Montane,Dry,Eastern Asia,Parkland,5.9,1.475,10.325,
47163,Tropical Montane,Dry,Eastern Asia,Shaded Perennial,24,6,42,
47164,Tropical Montane,Dry,Eastern Asia,Silvoarable,36.1,9.025,63.175,
47165,Tropical Montane,Dry,Eastern Asia,Silvopasture,29.1,7.275,50.925,
47166,Tropical Montane,Dry,Eastern Asia,Other Land,1,#N/A,#N/A,
47167,Tropical Montane,Dry,Eastern Asia,Tea,18.3,4.575,32.025,
47168,Tropical Montane,Dry,Eastern Asia,Oil Palm,30,7.5,52.5,
47169,Tropical Montane,Dry,Eastern Asia,Rubber,40.1,10.025,70.175,
47170,Tropical Montane,Dry,South-Eastern Asia,Grains,4.7,1.175,8.225,
47171,Tropical Montane,Dry,South-Eastern Asia,Maize,4.7,1.175,8.225,
47172,Tropical Montane,Dry,South-Eastern Asia,Sugarcane,4.7,1.175,8.225,
47173,Tropical Montane,Dry,South-Eastern Asia,Wheat,4.7,1.175,8.225,
47174,Tropical Montane,Dry,South-Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
47175,Tropical Montane,Dry,South-Eastern Asia,Tubers,4.7,1.175,8.225,
47176,Tropical Montane,Dry,South-Eastern Asia,Root Crops,4.7,1.175,8.225,
47177,Tropical Montane,Dry,South-Eastern Asia,Barley,4.7,1.175,8.225,
47178,Tropical Montane,Dry,South-Eastern Asia,Oats,4.7,1.175,8.225,
47179,Tropical Montane,Dry,South-Eastern Asia,Millet,4.7,1.175,8.225,
47180,Tropical Montane,Dry,South-Eastern Asia,Sorghum,4.7,1.175,8.225,
47181,Tropical Montane,Dry,South-Eastern Asia,Rye,4.7,1.175,8.225,
47182,Tropical Montane,Dry,South-Eastern Asia,Soybeans,4.7,1.175,8.225,
47183,Tropical Montane,Dry,South-Eastern Asia,Dry Bean,4.7,1.175,8.225,
47184,Tropical Montane,Dry,South-Eastern Asia,Potatoes,4.7,1.175,8.225,
47185,Tropical Montane,Dry,South-Eastern Asia,Peanuts,4.7,1.175,8.225,
47186,Tropical Montane,Dry,South-Eastern Asia,Vegetables,4.7,1.175,8.225,
47187,Tropical Montane,Dry,South-Eastern Asia,Oilseeds,4.7,1.175,8.225,
47188,Tropical Montane,Dry,South-Eastern Asia,Groundnuts,4.7,1.175,8.225,
47189,Tropical Montane,Dry,South-Eastern Asia,Annual Cropland,4.7,1.175,8.225,
47190,Tropical Montane,Dry,South-Eastern Asia,Set Aside,4.7,1.175,8.225,
47191,Tropical Montane,Dry,South-Eastern Asia,Flooded Rice,4.7,1.175,8.225,
47192,Tropical Montane,Dry,South-Eastern Asia,Grassland,4.09,1.0225,7.1575,
47193,Tropical Montane,Dry,South-Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47194,Tropical Montane,Dry,South-Eastern Asia,Settlement,0,#N/A,#N/A,
47195,Tropical Montane,Dry,South-Eastern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47196,Tropical Montane,Dry,South-Eastern Asia,Alley Cropping,23.7,5.925,41.475,
47197,Tropical Montane,Dry,South-Eastern Asia,Perennial Fallow,11.1,2.775,19.425,
47198,Tropical Montane,Dry,South-Eastern Asia,Hedgerow,4.7,3.337,6.063,
47199,Tropical Montane,Dry,South-Eastern Asia,Multistrata,32.5,8.125,56.875,
47200,Tropical Montane,Dry,South-Eastern Asia,Parkland,5.9,1.475,10.325,
47201,Tropical Montane,Dry,South-Eastern Asia,Shaded Perennial,24,6,42,
47202,Tropical Montane,Dry,South-Eastern Asia,Silvoarable,36.1,9.025,63.175,
47203,Tropical Montane,Dry,South-Eastern Asia,Silvopasture,29.1,7.275,50.925,
47204,Tropical Montane,Dry,South-Eastern Asia,Other Land,1,#N/A,#N/A,
47205,Tropical Montane,Dry,South-Eastern Asia,Tea,18.3,4.575,32.025,
47206,Tropical Montane,Dry,South-Eastern Asia,Oil Palm,30,7.5,52.5,
47207,Tropical Montane,Dry,South-Eastern Asia,Rubber,40.1,10.025,70.175,
47208,Tropical Montane,Dry,Southern Asia,Grains,4.7,1.175,8.225,
47209,Tropical Montane,Dry,Southern Asia,Maize,4.7,1.175,8.225,
47210,Tropical Montane,Dry,Southern Asia,Sugarcane,4.7,1.175,8.225,
47211,Tropical Montane,Dry,Southern Asia,Wheat,4.7,1.175,8.225,
47212,Tropical Montane,Dry,Southern Asia,Beans & Pulses,4.7,1.175,8.225,
47213,Tropical Montane,Dry,Southern Asia,Tubers,4.7,1.175,8.225,
47214,Tropical Montane,Dry,Southern Asia,Root Crops,4.7,1.175,8.225,
47215,Tropical Montane,Dry,Southern Asia,Barley,4.7,1.175,8.225,
47216,Tropical Montane,Dry,Southern Asia,Oats,4.7,1.175,8.225,
47217,Tropical Montane,Dry,Southern Asia,Millet,4.7,1.175,8.225,
47218,Tropical Montane,Dry,Southern Asia,Sorghum,4.7,1.175,8.225,
47219,Tropical Montane,Dry,Southern Asia,Rye,4.7,1.175,8.225,
47220,Tropical Montane,Dry,Southern Asia,Soybeans,4.7,1.175,8.225,
47221,Tropical Montane,Dry,Southern Asia,Dry Bean,4.7,1.175,8.225,
47222,Tropical Montane,Dry,Southern Asia,Potatoes,4.7,1.175,8.225,
47223,Tropical Montane,Dry,Southern Asia,Peanuts,4.7,1.175,8.225,
47224,Tropical Montane,Dry,Southern Asia,Vegetables,4.7,1.175,8.225,
47225,Tropical Montane,Dry,Southern Asia,Oilseeds,4.7,1.175,8.225,
47226,Tropical Montane,Dry,Southern Asia,Groundnuts,4.7,1.175,8.225,
47227,Tropical Montane,Dry,Southern Asia,Annual Cropland,4.7,1.175,8.225,
47228,Tropical Montane,Dry,Southern Asia,Set Aside,4.7,1.175,8.225,
47229,Tropical Montane,Dry,Southern Asia,Flooded Rice,4.7,1.175,8.225,
47230,Tropical Montane,Dry,Southern Asia,Grassland,4.09,1.0225,7.1575,
47231,Tropical Montane,Dry,Southern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47232,Tropical Montane,Dry,Southern Asia,Settlement,0,#N/A,#N/A,
47233,Tropical Montane,Dry,Southern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47234,Tropical Montane,Dry,Southern Asia,Alley Cropping,23.7,5.925,41.475,
47235,Tropical Montane,Dry,Southern Asia,Perennial Fallow,11.1,2.775,19.425,
47236,Tropical Montane,Dry,Southern Asia,Hedgerow,4.7,3.337,6.063,
47237,Tropical Montane,Dry,Southern Asia,Multistrata,32.5,8.125,56.875,
47238,Tropical Montane,Dry,Southern Asia,Parkland,5.9,1.475,10.325,
47239,Tropical Montane,Dry,Southern Asia,Shaded Perennial,24,6,42,
47240,Tropical Montane,Dry,Southern Asia,Silvoarable,36.1,9.025,63.175,
47241,Tropical Montane,Dry,Southern Asia,Silvopasture,29.1,7.275,50.925,
47242,Tropical Montane,Dry,Southern Asia,Other Land,1,#N/A,#N/A,
47243,Tropical Montane,Dry,Southern Asia,Tea,18.3,4.575,32.025,
47244,Tropical Montane,Dry,Southern Asia,Oil Palm,30,7.5,52.5,
47245,Tropical Montane,Dry,Southern Asia,Rubber,40.1,10.025,70.175,
47246,Tropical Montane,Dry,Western Asia,Grains,4.7,1.175,8.225,
47247,Tropical Montane,Dry,Western Asia,Maize,4.7,1.175,8.225,
47248,Tropical Montane,Dry,Western Asia,Sugarcane,4.7,1.175,8.225,
47249,Tropical Montane,Dry,Western Asia,Wheat,4.7,1.175,8.225,
47250,Tropical Montane,Dry,Western Asia,Beans & Pulses,4.7,1.175,8.225,
47251,Tropical Montane,Dry,Western Asia,Tubers,4.7,1.175,8.225,
47252,Tropical Montane,Dry,Western Asia,Root Crops,4.7,1.175,8.225,
47253,Tropical Montane,Dry,Western Asia,Barley,4.7,1.175,8.225,
47254,Tropical Montane,Dry,Western Asia,Oats,4.7,1.175,8.225,
47255,Tropical Montane,Dry,Western Asia,Millet,4.7,1.175,8.225,
47256,Tropical Montane,Dry,Western Asia,Sorghum,4.7,1.175,8.225,
47257,Tropical Montane,Dry,Western Asia,Rye,4.7,1.175,8.225,
47258,Tropical Montane,Dry,Western Asia,Soybeans,4.7,1.175,8.225,
47259,Tropical Montane,Dry,Western Asia,Dry Bean,4.7,1.175,8.225,
47260,Tropical Montane,Dry,Western Asia,Potatoes,4.7,1.175,8.225,
47261,Tropical Montane,Dry,Western Asia,Peanuts,4.7,1.175,8.225,
47262,Tropical Montane,Dry,Western Asia,Vegetables,4.7,1.175,8.225,
47263,Tropical Montane,Dry,Western Asia,Oilseeds,4.7,1.175,8.225,
47264,Tropical Montane,Dry,Western Asia,Groundnuts,4.7,1.175,8.225,
47265,Tropical Montane,Dry,Western Asia,Annual Cropland,4.7,1.175,8.225,
47266,Tropical Montane,Dry,Western Asia,Set Aside,4.7,1.175,8.225,
47267,Tropical Montane,Dry,Western Asia,Flooded Rice,4.7,1.175,8.225,
47268,Tropical Montane,Dry,Western Asia,Grassland,4.09,1.0225,7.1575,
47269,Tropical Montane,Dry,Western Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47270,Tropical Montane,Dry,Western Asia,Settlement,0,#N/A,#N/A,
47271,Tropical Montane,Dry,Western Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47272,Tropical Montane,Dry,Western Asia,Alley Cropping,23.7,5.925,41.475,
47273,Tropical Montane,Dry,Western Asia,Perennial Fallow,11.1,2.775,19.425,
47274,Tropical Montane,Dry,Western Asia,Hedgerow,4.7,3.337,6.063,
47275,Tropical Montane,Dry,Western Asia,Multistrata,32.5,8.125,56.875,
47276,Tropical Montane,Dry,Western Asia,Parkland,5.9,1.475,10.325,
47277,Tropical Montane,Dry,Western Asia,Shaded Perennial,24,6,42,
47278,Tropical Montane,Dry,Western Asia,Silvoarable,36.1,9.025,63.175,
47279,Tropical Montane,Dry,Western Asia,Silvopasture,29.1,7.275,50.925,
47280,Tropical Montane,Dry,Western Asia,Other Land,1,#N/A,#N/A,
47281,Tropical Montane,Dry,Western Asia,Tea,18.3,4.575,32.025,
47282,Tropical Montane,Dry,Western Asia,Oil Palm,30,7.5,52.5,
47283,Tropical Montane,Dry,Western Asia,Rubber,40.1,10.025,70.175,
47284,Tropical Montane,Dry,Europe,Grains,4.7,1.175,8.225,
47285,Tropical Montane,Dry,Europe,Maize,4.7,1.175,8.225,
47286,Tropical Montane,Dry,Europe,Sugarcane,4.7,1.175,8.225,
47287,Tropical Montane,Dry,Europe,Wheat,4.7,1.175,8.225,
47288,Tropical Montane,Dry,Europe,Beans & Pulses,4.7,1.175,8.225,
47289,Tropical Montane,Dry,Europe,Tubers,4.7,1.175,8.225,
47290,Tropical Montane,Dry,Europe,Root Crops,4.7,1.175,8.225,
47291,Tropical Montane,Dry,Europe,Barley,4.7,1.175,8.225,
47292,Tropical Montane,Dry,Europe,Oats,4.7,1.175,8.225,
47293,Tropical Montane,Dry,Europe,Millet,4.7,1.175,8.225,
47294,Tropical Montane,Dry,Europe,Sorghum,4.7,1.175,8.225,
47295,Tropical Montane,Dry,Europe,Rye,4.7,1.175,8.225,
47296,Tropical Montane,Dry,Europe,Soybeans,4.7,1.175,8.225,
47297,Tropical Montane,Dry,Europe,Dry Bean,4.7,1.175,8.225,
47298,Tropical Montane,Dry,Europe,Potatoes,4.7,1.175,8.225,
47299,Tropical Montane,Dry,Europe,Peanuts,4.7,1.175,8.225,
47300,Tropical Montane,Dry,Europe,Vegetables,4.7,1.175,8.225,
47301,Tropical Montane,Dry,Europe,Oilseeds,4.7,1.175,8.225,
47302,Tropical Montane,Dry,Europe,Groundnuts,4.7,1.175,8.225,
47303,Tropical Montane,Dry,Europe,Annual Cropland,4.7,1.175,8.225,
47304,Tropical Montane,Dry,Europe,Set Aside,4.7,1.175,8.225,
47305,Tropical Montane,Dry,Europe,Flooded Rice,4.7,1.175,8.225,
47306,Tropical Montane,Dry,Europe,Grassland,4.09,1.0225,7.1575,
47307,Tropical Montane,Dry,Europe,Other Land (Non-Vegetated),0,#N/A,#N/A,
47308,Tropical Montane,Dry,Europe,Settlement,0,#N/A,#N/A,
47309,Tropical Montane,Dry,Europe,Agroforestry - Default,20.8875,5.221875,36.553125,
47310,Tropical Montane,Dry,Europe,Alley Cropping,23.7,5.925,41.475,
47311,Tropical Montane,Dry,Europe,Perennial Fallow,11.1,2.775,19.425,
47312,Tropical Montane,Dry,Europe,Hedgerow,4.7,3.337,6.063,
47313,Tropical Montane,Dry,Europe,Multistrata,32.5,8.125,56.875,
47314,Tropical Montane,Dry,Europe,Parkland,5.9,1.475,10.325,
47315,Tropical Montane,Dry,Europe,Shaded Perennial,24,6,42,
47316,Tropical Montane,Dry,Europe,Silvoarable,36.1,9.025,63.175,
47317,Tropical Montane,Dry,Europe,Silvopasture,29.1,7.275,50.925,
47318,Tropical Montane,Dry,Europe,Other Land,1,#N/A,#N/A,
47319,Tropical Montane,Dry,Europe,Tea,18.3,4.575,32.025,
47320,Tropical Montane,Dry,Europe,Oil Palm,30,7.5,52.5,
47321,Tropical Montane,Dry,Europe,Rubber,40.1,10.025,70.175,
47322,Tropical Montane,Dry,Oceania,Grains,4.7,1.175,8.225,
47323,Tropical Montane,Dry,Oceania,Maize,4.7,1.175,8.225,
47324,Tropical Montane,Dry,Oceania,Sugarcane,4.7,1.175,8.225,
47325,Tropical Montane,Dry,Oceania,Wheat,4.7,1.175,8.225,
47326,Tropical Montane,Dry,Oceania,Beans & Pulses,4.7,1.175,8.225,
47327,Tropical Montane,Dry,Oceania,Tubers,4.7,1.175,8.225,
47328,Tropical Montane,Dry,Oceania,Root Crops,4.7,1.175,8.225,
47329,Tropical Montane,Dry,Oceania,Barley,4.7,1.175,8.225,
47330,Tropical Montane,Dry,Oceania,Oats,4.7,1.175,8.225,
47331,Tropical Montane,Dry,Oceania,Millet,4.7,1.175,8.225,
47332,Tropical Montane,Dry,Oceania,Sorghum,4.7,1.175,8.225,
47333,Tropical Montane,Dry,Oceania,Rye,4.7,1.175,8.225,
47334,Tropical Montane,Dry,Oceania,Soybeans,4.7,1.175,8.225,
47335,Tropical Montane,Dry,Oceania,Dry Bean,4.7,1.175,8.225,
47336,Tropical Montane,Dry,Oceania,Potatoes,4.7,1.175,8.225,
47337,Tropical Montane,Dry,Oceania,Peanuts,4.7,1.175,8.225,
47338,Tropical Montane,Dry,Oceania,Vegetables,4.7,1.175,8.225,
47339,Tropical Montane,Dry,Oceania,Oilseeds,4.7,1.175,8.225,
47340,Tropical Montane,Dry,Oceania,Groundnuts,4.7,1.175,8.225,
47341,Tropical Montane,Dry,Oceania,Annual Cropland,4.7,1.175,8.225,
47342,Tropical Montane,Dry,Oceania,Set Aside,4.7,1.175,8.225,
47343,Tropical Montane,Dry,Oceania,Flooded Rice,4.7,1.175,8.225,
47344,Tropical Montane,Dry,Oceania,Grassland,4.09,1.0225,7.1575,
47345,Tropical Montane,Dry,Oceania,Other Land (Non-Vegetated),0,#N/A,#N/A,
47346,Tropical Montane,Dry,Oceania,Settlement,0,#N/A,#N/A,
47347,Tropical Montane,Dry,Oceania,Agroforestry - Default,20.8875,5.221875,36.553125,
47348,Tropical Montane,Dry,Oceania,Alley Cropping,23.7,5.925,41.475,
47349,Tropical Montane,Dry,Oceania,Perennial Fallow,11.1,2.775,19.425,
47350,Tropical Montane,Dry,Oceania,Hedgerow,4.7,3.337,6.063,
47351,Tropical Montane,Dry,Oceania,Multistrata,32.5,8.125,56.875,
47352,Tropical Montane,Dry,Oceania,Parkland,5.9,1.475,10.325,
47353,Tropical Montane,Dry,Oceania,Shaded Perennial,24,6,42,
47354,Tropical Montane,Dry,Oceania,Silvoarable,36.1,9.025,63.175,
47355,Tropical Montane,Dry,Oceania,Silvopasture,29.1,7.275,50.925,
47356,Tropical Montane,Dry,Oceania,Other Land,1,#N/A,#N/A,
47357,Tropical Montane,Dry,Oceania,Tea,18.3,4.575,32.025,
47358,Tropical Montane,Dry,Oceania,Oil Palm,30,7.5,52.5,
47359,Tropical Montane,Dry,Oceania,Rubber,40.1,10.025,70.175,
47360,Tropical Montane,Dry,North America,Grains,4.7,1.175,8.225,
47361,Tropical Montane,Dry,North America,Maize,4.7,1.175,8.225,
47362,Tropical Montane,Dry,North America,Sugarcane,4.7,1.175,8.225,
47363,Tropical Montane,Dry,North America,Wheat,4.7,1.175,8.225,
47364,Tropical Montane,Dry,North America,Beans & Pulses,4.7,1.175,8.225,
47365,Tropical Montane,Dry,North America,Tubers,4.7,1.175,8.225,
47366,Tropical Montane,Dry,North America,Root Crops,4.7,1.175,8.225,
47367,Tropical Montane,Dry,North America,Barley,4.7,1.175,8.225,
47368,Tropical Montane,Dry,North America,Oats,4.7,1.175,8.225,
47369,Tropical Montane,Dry,North America,Millet,4.7,1.175,8.225,
47370,Tropical Montane,Dry,North America,Sorghum,4.7,1.175,8.225,
47371,Tropical Montane,Dry,North America,Rye,4.7,1.175,8.225,
47372,Tropical Montane,Dry,North America,Soybeans,4.7,1.175,8.225,
47373,Tropical Montane,Dry,North America,Dry Bean,4.7,1.175,8.225,
47374,Tropical Montane,Dry,North America,Potatoes,4.7,1.175,8.225,
47375,Tropical Montane,Dry,North America,Peanuts,4.7,1.175,8.225,
47376,Tropical Montane,Dry,North America,Vegetables,4.7,1.175,8.225,
47377,Tropical Montane,Dry,North America,Oilseeds,4.7,1.175,8.225,
47378,Tropical Montane,Dry,North America,Groundnuts,4.7,1.175,8.225,
47379,Tropical Montane,Dry,North America,Annual Cropland,4.7,1.175,8.225,
47380,Tropical Montane,Dry,North America,Set Aside,4.7,1.175,8.225,
47381,Tropical Montane,Dry,North America,Flooded Rice,4.7,1.175,8.225,
47382,Tropical Montane,Dry,North America,Grassland,4.09,1.0225,7.1575,
47383,Tropical Montane,Dry,North America,Other Land (Non-Vegetated),0,#N/A,#N/A,
47384,Tropical Montane,Dry,North America,Settlement,0,#N/A,#N/A,
47385,Tropical Montane,Dry,North America,Agroforestry - Default,20.8875,5.221875,36.553125,
47386,Tropical Montane,Dry,North America,Alley Cropping,23.7,5.925,41.475,
47387,Tropical Montane,Dry,North America,Perennial Fallow,11.1,2.775,19.425,
47388,Tropical Montane,Dry,North America,Hedgerow,4.7,3.337,6.063,
47389,Tropical Montane,Dry,North America,Multistrata,32.5,8.125,56.875,
47390,Tropical Montane,Dry,North America,Parkland,5.9,1.475,10.325,
47391,Tropical Montane,Dry,North America,Shaded Perennial,24,6,42,
47392,Tropical Montane,Dry,North America,Silvoarable,36.1,9.025,63.175,
47393,Tropical Montane,Dry,North America,Silvopasture,29.1,7.275,50.925,
47394,Tropical Montane,Dry,North America,Other Land,1,#N/A,#N/A,
47395,Tropical Montane,Dry,North America,Tea,18.3,4.575,32.025,
47396,Tropical Montane,Dry,North America,Oil Palm,30,7.5,52.5,
47397,Tropical Montane,Dry,North America,Rubber,40.1,10.025,70.175,
47398,Tropical Montane,Dry,South America,Grains,4.7,1.175,8.225,
47399,Tropical Montane,Dry,South America,Maize,4.7,1.175,8.225,
47400,Tropical Montane,Dry,South America,Sugarcane,4.7,1.175,8.225,
47401,Tropical Montane,Dry,South America,Wheat,4.7,1.175,8.225,
47402,Tropical Montane,Dry,South America,Beans & Pulses,4.7,1.175,8.225,
47403,Tropical Montane,Dry,South America,Tubers,4.7,1.175,8.225,
47404,Tropical Montane,Dry,South America,Root Crops,4.7,1.175,8.225,
47405,Tropical Montane,Dry,South America,Barley,4.7,1.175,8.225,
47406,Tropical Montane,Dry,South America,Oats,4.7,1.175,8.225,
47407,Tropical Montane,Dry,South America,Millet,4.7,1.175,8.225,
47408,Tropical Montane,Dry,South America,Sorghum,4.7,1.175,8.225,
