id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Settlement,Tropical,Dry,Northern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Agroforestry - Default,Tropical,Dry,Northern Africa,Agroforestry - Default,3.58625,3.58625,1.533125,5.639375,,,,
,Tropical | Dry | Northern Africa | Alley Cropping,Tropical,Dry,Northern Africa,Alley Cropping,2.33,2.33,1.8036,2.8564,,,,
,Tropical | Dry | Northern Africa | Perennial Fallow,Tropical,Dry,Northern Africa,Perennial Fallow,8.15,8.15,6.9719,9.3281,,,,
,Tropical | Dry | Northern Africa | Hedgerow,Tropical,Dry,Northern Africa,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Northern Africa | Multistrata,Tropical,Dry,Northern Africa,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Northern Africa | Parkland,Tropical,Dry,Northern Africa,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Northern Africa | Shaded Perennial,Tropical,Dry,Northern Africa,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Northern Africa | Silvoarable,Tropical,Dry,Northern Africa,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Northern Africa | Silvopasture,Tropical,Dry,Northern Africa,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Northern Africa | Other Land,Tropical,Dry,Northern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Olive,Tropical,Dry,Northern Africa,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Orchard,Tropical,Dry,Northern Africa,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Short Rotation Coppice,Tropical,Dry,Northern Africa,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Tea,Tropical,Dry,Northern Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Northern Africa | Vine,Tropical,Dry,Northern Africa,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Northern Africa | Oil Palm,Tropical,Dry,Northern Africa,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Northern Africa | Rubber,Tropical,Dry,Northern Africa,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Southern Africa | Grains,Tropical,Dry,Southern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Maize,Tropical,Dry,Southern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Sugarcane,Tropical,Dry,Southern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Wheat,Tropical,Dry,Southern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Beans & Pulses,Tropical,Dry,Southern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Tubers,Tropical,Dry,Southern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Root Crops,Tropical,Dry,Southern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Barley,Tropical,Dry,Southern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Oats,Tropical,Dry,Southern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Millet,Tropical,Dry,Southern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Sorghum,Tropical,Dry,Southern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Rye,Tropical,Dry,Southern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Soybeans,Tropical,Dry,Southern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Dry Bean,Tropical,Dry,Southern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Potatoes,Tropical,Dry,Southern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Peanuts,Tropical,Dry,Southern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Vegetables,Tropical,Dry,Southern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Oilseeds,Tropical,Dry,Southern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Groundnuts,Tropical,Dry,Southern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Annual Cropland,Tropical,Dry,Southern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Set Aside,Tropical,Dry,Southern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Flooded Rice,Tropical,Dry,Southern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Southern Africa | Grassland,Tropical,Dry,Southern Africa,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Southern Africa | Other Land (Non-Vegetated),Tropical,Dry,Southern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Settlement,Tropical,Dry,Southern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Agroforestry - Default,Tropical,Dry,Southern Africa,Agroforestry - Default,3.58625,3.58625,1.533125,5.639375,,,,
,Tropical | Dry | Southern Africa | Alley Cropping,Tropical,Dry,Southern Africa,Alley Cropping,2.33,2.33,1.8036,2.8564,,,,
,Tropical | Dry | Southern Africa | Perennial Fallow,Tropical,Dry,Southern Africa,Perennial Fallow,8.15,8.15,6.9719,9.3281,,,,
,Tropical | Dry | Southern Africa | Hedgerow,Tropical,Dry,Southern Africa,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Southern Africa | Multistrata,Tropical,Dry,Southern Africa,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Southern Africa | Parkland,Tropical,Dry,Southern Africa,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Southern Africa | Shaded Perennial,Tropical,Dry,Southern Africa,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Southern Africa | Silvoarable,Tropical,Dry,Southern Africa,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Southern Africa | Silvopasture,Tropical,Dry,Southern Africa,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Southern Africa | Other Land,Tropical,Dry,Southern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Olive,Tropical,Dry,Southern Africa,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Orchard,Tropical,Dry,Southern Africa,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Short Rotation Coppice,Tropical,Dry,Southern Africa,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Tea,Tropical,Dry,Southern Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Southern Africa | Vine,Tropical,Dry,Southern Africa,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Southern Africa | Oil Palm,Tropical,Dry,Southern Africa,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Southern Africa | Rubber,Tropical,Dry,Southern Africa,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Western Africa | Grains,Tropical,Dry,Western Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Maize,Tropical,Dry,Western Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Sugarcane,Tropical,Dry,Western Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Wheat,Tropical,Dry,Western Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Beans & Pulses,Tropical,Dry,Western Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Tubers,Tropical,Dry,Western Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Root Crops,Tropical,Dry,Western Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Barley,Tropical,Dry,Western Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Oats,Tropical,Dry,Western Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Millet,Tropical,Dry,Western Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Sorghum,Tropical,Dry,Western Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Rye,Tropical,Dry,Western Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Soybeans,Tropical,Dry,Western Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Dry Bean,Tropical,Dry,Western Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Potatoes,Tropical,Dry,Western Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Peanuts,Tropical,Dry,Western Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Vegetables,Tropical,Dry,Western Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Oilseeds,Tropical,Dry,Western Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Groundnuts,Tropical,Dry,Western Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Annual Cropland,Tropical,Dry,Western Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Set Aside,Tropical,Dry,Western Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Flooded Rice,Tropical,Dry,Western Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Western Africa | Grassland,Tropical,Dry,Western Africa,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Western Africa | Other Land (Non-Vegetated),Tropical,Dry,Western Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Settlement,Tropical,Dry,Western Africa,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Agroforestry - Default,Tropical,Dry,Western Africa,Agroforestry - Default,3.58625,3.58625,1.533125,5.639375,,,,
,Tropical | Dry | Western Africa | Alley Cropping,Tropical,Dry,Western Africa,Alley Cropping,2.33,2.33,1.8036,2.8564,,,,
,Tropical | Dry | Western Africa | Perennial Fallow,Tropical,Dry,Western Africa,Perennial Fallow,8.15,8.15,6.9719,9.3281,,,,
,Tropical | Dry | Western Africa | Hedgerow,Tropical,Dry,Western Africa,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Western Africa | Multistrata,Tropical,Dry,Western Africa,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Western Africa | Parkland,Tropical,Dry,Western Africa,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Western Africa | Shaded Perennial,Tropical,Dry,Western Africa,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Western Africa | Silvoarable,Tropical,Dry,Western Africa,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Western Africa | Silvopasture,Tropical,Dry,Western Africa,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Western Africa | Other Land,Tropical,Dry,Western Africa,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Olive,Tropical,Dry,Western Africa,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Orchard,Tropical,Dry,Western Africa,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Short Rotation Coppice,Tropical,Dry,Western Africa,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Tea,Tropical,Dry,Western Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Western Africa | Vine,Tropical,Dry,Western Africa,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Western Africa | Oil Palm,Tropical,Dry,Western Africa,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Western Africa | Rubber,Tropical,Dry,Western Africa,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Central Asia | Grains,Tropical,Dry,Central Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Maize,Tropical,Dry,Central Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Sugarcane,Tropical,Dry,Central Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Wheat,Tropical,Dry,Central Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Beans & Pulses,Tropical,Dry,Central Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Tubers,Tropical,Dry,Central Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Root Crops,Tropical,Dry,Central Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Barley,Tropical,Dry,Central Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Oats,Tropical,Dry,Central Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Millet,Tropical,Dry,Central Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Sorghum,Tropical,Dry,Central Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Rye,Tropical,Dry,Central Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Soybeans,Tropical,Dry,Central Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Dry Bean,Tropical,Dry,Central Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Potatoes,Tropical,Dry,Central Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Peanuts,Tropical,Dry,Central Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Vegetables,Tropical,Dry,Central Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Oilseeds,Tropical,Dry,Central Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Groundnuts,Tropical,Dry,Central Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Annual Cropland,Tropical,Dry,Central Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Set Aside,Tropical,Dry,Central Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Flooded Rice,Tropical,Dry,Central Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Asia | Grassland,Tropical,Dry,Central Asia,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Central Asia | Other Land (Non-Vegetated),Tropical,Dry,Central Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Settlement,Tropical,Dry,Central Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Agroforestry - Default,Tropical,Dry,Central Asia,Agroforestry - Default,3.47625,3.47625,1.3378125,5.6146875,,,,
,Tropical | Dry | Central Asia | Alley Cropping,Tropical,Dry,Central Asia,Alley Cropping,3.46,3.46,2.7904,4.1296,,,,
,Tropical | Dry | Central Asia | Perennial Fallow,Tropical,Dry,Central Asia,Perennial Fallow,6.14,6.14,2.8301,9.4499,,,,
,Tropical | Dry | Central Asia | Hedgerow,Tropical,Dry,Central Asia,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Central Asia | Multistrata,Tropical,Dry,Central Asia,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Central Asia | Parkland,Tropical,Dry,Central Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Central Asia | Shaded Perennial,Tropical,Dry,Central Asia,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Central Asia | Silvoarable,Tropical,Dry,Central Asia,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Central Asia | Silvopasture,Tropical,Dry,Central Asia,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Central Asia | Other Land,Tropical,Dry,Central Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Olive,Tropical,Dry,Central Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Orchard,Tropical,Dry,Central Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Short Rotation Coppice,Tropical,Dry,Central Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Tea,Tropical,Dry,Central Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Central Asia | Vine,Tropical,Dry,Central Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Asia | Oil Palm,Tropical,Dry,Central Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Central Asia | Rubber,Tropical,Dry,Central Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Eastern Asia | Grains,Tropical,Dry,Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Maize,Tropical,Dry,Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Sugarcane,Tropical,Dry,Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Wheat,Tropical,Dry,Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Beans & Pulses,Tropical,Dry,Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Tubers,Tropical,Dry,Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Root Crops,Tropical,Dry,Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Barley,Tropical,Dry,Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Oats,Tropical,Dry,Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Millet,Tropical,Dry,Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Sorghum,Tropical,Dry,Eastern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Rye,Tropical,Dry,Eastern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Soybeans,Tropical,Dry,Eastern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Dry Bean,Tropical,Dry,Eastern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Potatoes,Tropical,Dry,Eastern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Peanuts,Tropical,Dry,Eastern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Vegetables,Tropical,Dry,Eastern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Oilseeds,Tropical,Dry,Eastern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Groundnuts,Tropical,Dry,Eastern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Annual Cropland,Tropical,Dry,Eastern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Set Aside,Tropical,Dry,Eastern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Flooded Rice,Tropical,Dry,Eastern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Asia | Grassland,Tropical,Dry,Eastern Asia,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Eastern Asia | Other Land (Non-Vegetated),Tropical,Dry,Eastern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Settlement,Tropical,Dry,Eastern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Agroforestry - Default,Tropical,Dry,Eastern Asia,Agroforestry - Default,3.47625,3.47625,1.3378125,5.6146875,,,,
,Tropical | Dry | Eastern Asia | Alley Cropping,Tropical,Dry,Eastern Asia,Alley Cropping,3.46,3.46,2.7904,4.1296,,,,
,Tropical | Dry | Eastern Asia | Perennial Fallow,Tropical,Dry,Eastern Asia,Perennial Fallow,6.14,6.14,2.8301,9.4499,,,,
,Tropical | Dry | Eastern Asia | Hedgerow,Tropical,Dry,Eastern Asia,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Eastern Asia | Multistrata,Tropical,Dry,Eastern Asia,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Eastern Asia | Parkland,Tropical,Dry,Eastern Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Eastern Asia | Shaded Perennial,Tropical,Dry,Eastern Asia,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Eastern Asia | Silvoarable,Tropical,Dry,Eastern Asia,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Eastern Asia | Silvopasture,Tropical,Dry,Eastern Asia,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Eastern Asia | Other Land,Tropical,Dry,Eastern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Olive,Tropical,Dry,Eastern Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Orchard,Tropical,Dry,Eastern Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Short Rotation Coppice,Tropical,Dry,Eastern Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Tea,Tropical,Dry,Eastern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Eastern Asia | Vine,Tropical,Dry,Eastern Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Asia | Oil Palm,Tropical,Dry,Eastern Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Eastern Asia | Rubber,Tropical,Dry,Eastern Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | South-Eastern Asia | Grains,Tropical,Dry,South-Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Maize,Tropical,Dry,South-Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Sugarcane,Tropical,Dry,South-Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Wheat,Tropical,Dry,South-Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Beans & Pulses,Tropical,Dry,South-Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Tubers,Tropical,Dry,South-Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Root Crops,Tropical,Dry,South-Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Barley,Tropical,Dry,South-Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Oats,Tropical,Dry,South-Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Millet,Tropical,Dry,South-Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Sorghum,Tropical,Dry,South-Eastern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Rye,Tropical,Dry,South-Eastern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | South-Eastern Asia | Soybeans,Tropical,Dry,South-Eastern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
