id,livestock_production_type,manure_management_type,livestock_category_type,ipcc_region,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10A.6."
18672,Default,Burned For Fuel,Chicken Layer,NENA/Middle East,0,N/A,N/A,
18673,Default,Pit<1Month,Chicken Layer,NENA/Middle East,0,N/A,N/A,
18675,Default,Poultry Manure,Chicken Layer,NENA/Middle East,4,N/A,N/A,
18676,Default,Deep Bedding,Chicken Layer,NENA/Middle East,0,N/A,N/A,
18677,Default,Composting,Chicken Layer,NENA/Middle East,0,N/A,N/A,
18678,Default,Aerobic Treatment,Chicken Layer,NENA/Middle East,0,N/A,N/A,
18679,Default,Lagoon,Chicken Layer,South Asia,0,N/A,N/A,
18680,Default,Liquid/Slurry,Chicken Layer,South Asia,0,N/A,N/A,
18681,Default,Solid Storage,Chicken Layer,South Asia,100,N/A,N/A,
18682,Default,Dry Lot,Chicken Layer,South Asia,0,N/A,N/A,
18683,Default,Pasture/Range/Paddock,Chicken Layer,South Asia,0,N/A,N/A,
18684,Default,Daily Spread,Chicken Layer,South Asia,0,N/A,N/A,
18685,Default,Digester,Chicken Layer,South Asia,0,N/A,N/A,
18686,Default,Burned For Fuel,Chicken Layer,South Asia,0,N/A,N/A,
18687,Default,Pit<1Month,Chicken Layer,South Asia,0,N/A,N/A,
18689,Default,Poultry Manure,Chicken Layer,South Asia,0,N/A,N/A,
18690,Default,Deep Bedding,Chicken Layer,South Asia,0,N/A,N/A,
18691,Default,Composting,Chicken Layer,South Asia,0,N/A,N/A,
18692,Default,Aerobic Treatment,Chicken Layer,South Asia,0,N/A,N/A,
18693,High-Productivity,Lagoon,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18694,High-Productivity,Liquid/Slurry,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18695,High-Productivity,Solid Storage,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18696,High-Productivity,Dry Lot,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18697,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18698,High-Productivity,Daily Spread,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18699,High-Productivity,Digester,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18700,High-Productivity,Burned For Fuel,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18701,High-Productivity,Pit<1Month,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18703,High-Productivity,Poultry Manure,Chicken Broiler,Sub-Saharan Africa,100,N/A,N/A,
18704,High-Productivity,Deep Bedding,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18705,High-Productivity,Composting,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18706,High-Productivity,Aerobic Treatment,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18707,High-Productivity,Lagoon,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18708,High-Productivity,Liquid/Slurry,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18709,High-Productivity,Solid Storage,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18710,High-Productivity,Dry Lot,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18711,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18712,High-Productivity,Daily Spread,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18713,High-Productivity,Digester,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18714,High-Productivity,Burned For Fuel,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18715,High-Productivity,Pit<1Month,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18717,High-Productivity,Poultry Manure,Chicken Broiler,East Asia And South-East Asia,100,N/A,N/A,
18718,High-Productivity,Deep Bedding,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18719,High-Productivity,Composting,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18720,High-Productivity,Aerobic Treatment,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18721,High-Productivity,Lagoon,Chicken Broiler,North America,0,N/A,N/A,
18722,High-Productivity,Liquid/Slurry,Chicken Broiler,North America,0,N/A,N/A,
18723,High-Productivity,Solid Storage,Chicken Broiler,North America,0,N/A,N/A,
18724,High-Productivity,Dry Lot,Chicken Broiler,North America,0,N/A,N/A,
18725,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,North America,0,N/A,N/A,
18726,High-Productivity,Daily Spread,Chicken Broiler,North America,0,N/A,N/A,
18727,High-Productivity,Digester,Chicken Broiler,North America,0,N/A,N/A,
18728,High-Productivity,Burned For Fuel,Chicken Broiler,North America,0,N/A,N/A,
18729,High-Productivity,Pit<1Month,Chicken Broiler,North America,0,N/A,N/A,
18731,High-Productivity,Poultry Manure,Chicken Broiler,North America,100,N/A,N/A,
18732,High-Productivity,Deep Bedding,Chicken Broiler,North America,0,N/A,N/A,
18733,High-Productivity,Composting,Chicken Broiler,North America,0,N/A,N/A,
18734,High-Productivity,Aerobic Treatment,Chicken Broiler,North America,0,N/A,N/A,
18735,High-Productivity,Lagoon,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18736,High-Productivity,Liquid/Slurry,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18737,High-Productivity,Solid Storage,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18738,High-Productivity,Dry Lot,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18739,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18740,High-Productivity,Daily Spread,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18741,High-Productivity,Digester,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18742,High-Productivity,Burned For Fuel,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18743,High-Productivity,Pit<1Month,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18745,High-Productivity,Poultry Manure,Chicken Broiler,Latin America And The Caribbean,100,N/A,N/A,
18746,High-Productivity,Deep Bedding,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18747,High-Productivity,Composting,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18748,High-Productivity,Aerobic Treatment,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18749,High-Productivity,Lagoon,Chicken Broiler,Western Europe,0,N/A,N/A,
18750,High-Productivity,Liquid/Slurry,Chicken Broiler,Western Europe,0,N/A,N/A,
18751,High-Productivity,Solid Storage,Chicken Broiler,Western Europe,0,N/A,N/A,
18752,High-Productivity,Dry Lot,Chicken Broiler,Western Europe,0,N/A,N/A,
18753,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Western Europe,0,N/A,N/A,
18754,High-Productivity,Daily Spread,Chicken Broiler,Western Europe,0,N/A,N/A,
18755,High-Productivity,Digester,Chicken Broiler,Western Europe,0,N/A,N/A,
18756,High-Productivity,Burned For Fuel,Chicken Broiler,Western Europe,0,N/A,N/A,
18757,High-Productivity,Pit<1Month,Chicken Broiler,Western Europe,0,N/A,N/A,
18759,High-Productivity,Poultry Manure,Chicken Broiler,Western Europe,100,N/A,N/A,
18760,High-Productivity,Deep Bedding,Chicken Broiler,Western Europe,0,N/A,N/A,
18761,High-Productivity,Composting,Chicken Broiler,Western Europe,0,N/A,N/A,
18762,High-Productivity,Aerobic Treatment,Chicken Broiler,Western Europe,0,N/A,N/A,
18763,High-Productivity,Lagoon,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18764,High-Productivity,Liquid/Slurry,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18765,High-Productivity,Solid Storage,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18766,High-Productivity,Dry Lot,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18767,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18768,High-Productivity,Daily Spread,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18769,High-Productivity,Digester,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18770,High-Productivity,Burned For Fuel,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18771,High-Productivity,Pit<1Month,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18773,High-Productivity,Poultry Manure,Chicken Broiler,Eastern Europe,100,N/A,N/A,
18774,High-Productivity,Deep Bedding,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18775,High-Productivity,Composting,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18776,High-Productivity,Aerobic Treatment,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18777,High-Productivity,Lagoon,Chicken Broiler,Russian Federation,0,N/A,N/A,
18778,High-Productivity,Liquid/Slurry,Chicken Broiler,Russian Federation,0,N/A,N/A,
18779,High-Productivity,Solid Storage,Chicken Broiler,Russian Federation,0,N/A,N/A,
18780,High-Productivity,Dry Lot,Chicken Broiler,Russian Federation,0,N/A,N/A,
18781,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Russian Federation,0,N/A,N/A,
18782,High-Productivity,Daily Spread,Chicken Broiler,Russian Federation,0,N/A,N/A,
18783,High-Productivity,Digester,Chicken Broiler,Russian Federation,0,N/A,N/A,
18784,High-Productivity,Burned For Fuel,Chicken Broiler,Russian Federation,0,N/A,N/A,
18785,High-Productivity,Pit<1Month,Chicken Broiler,Russian Federation,0,N/A,N/A,
18787,High-Productivity,Poultry Manure,Chicken Broiler,Russian Federation,100,N/A,N/A,
18788,High-Productivity,Deep Bedding,Chicken Broiler,Russian Federation,0,N/A,N/A,
18789,High-Productivity,Composting,Chicken Broiler,Russian Federation,0,N/A,N/A,
18790,High-Productivity,Aerobic Treatment,Chicken Broiler,Russian Federation,0,N/A,N/A,
18791,High-Productivity,Lagoon,Chicken Broiler,Oceania,0,N/A,N/A,
18792,High-Productivity,Liquid/Slurry,Chicken Broiler,Oceania,0,N/A,N/A,
18793,High-Productivity,Solid Storage,Chicken Broiler,Oceania,0,N/A,N/A,
18794,High-Productivity,Dry Lot,Chicken Broiler,Oceania,0,N/A,N/A,
18795,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,Oceania,0,N/A,N/A,
18796,High-Productivity,Daily Spread,Chicken Broiler,Oceania,0,N/A,N/A,
18797,High-Productivity,Digester,Chicken Broiler,Oceania,0,N/A,N/A,
18798,High-Productivity,Burned For Fuel,Chicken Broiler,Oceania,0,N/A,N/A,
18799,High-Productivity,Pit<1Month,Chicken Broiler,Oceania,0,N/A,N/A,
18801,High-Productivity,Poultry Manure,Chicken Broiler,Oceania,100,N/A,N/A,
18802,High-Productivity,Deep Bedding,Chicken Broiler,Oceania,0,N/A,N/A,
18803,High-Productivity,Composting,Chicken Broiler,Oceania,0,N/A,N/A,
18804,High-Productivity,Aerobic Treatment,Chicken Broiler,Oceania,0,N/A,N/A,
18805,High-Productivity,Lagoon,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18806,High-Productivity,Liquid/Slurry,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18807,High-Productivity,Solid Storage,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18808,High-Productivity,Dry Lot,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18809,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18810,High-Productivity,Daily Spread,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18811,High-Productivity,Digester,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18812,High-Productivity,Burned For Fuel,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18813,High-Productivity,Pit<1Month,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18815,High-Productivity,Poultry Manure,Chicken Broiler,NENA/Middle East,100,N/A,N/A,
18816,High-Productivity,Deep Bedding,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18817,High-Productivity,Composting,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18818,High-Productivity,Aerobic Treatment,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18819,High-Productivity,Lagoon,Chicken Broiler,South Asia,0,N/A,N/A,
18820,High-Productivity,Liquid/Slurry,Chicken Broiler,South Asia,0,N/A,N/A,
18821,High-Productivity,Solid Storage,Chicken Broiler,South Asia,0,N/A,N/A,
18822,High-Productivity,Dry Lot,Chicken Broiler,South Asia,0,N/A,N/A,
18823,High-Productivity,Pasture/Range/Paddock,Chicken Broiler,South Asia,0,N/A,N/A,
18824,High-Productivity,Daily Spread,Chicken Broiler,South Asia,0,N/A,N/A,
18825,High-Productivity,Digester,Chicken Broiler,South Asia,0,N/A,N/A,
18826,High-Productivity,Burned For Fuel,Chicken Broiler,South Asia,0,N/A,N/A,
18827,High-Productivity,Pit<1Month,Chicken Broiler,South Asia,0,N/A,N/A,
18829,High-Productivity,Poultry Manure,Chicken Broiler,South Asia,100,N/A,N/A,
18830,High-Productivity,Deep Bedding,Chicken Broiler,South Asia,0,N/A,N/A,
18831,High-Productivity,Composting,Chicken Broiler,South Asia,0,N/A,N/A,
18832,High-Productivity,Aerobic Treatment,Chicken Broiler,South Asia,0,N/A,N/A,
18833,Low-Productivity,Lagoon,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18834,Low-Productivity,Liquid/Slurry,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18835,Low-Productivity,Solid Storage,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18836,Low-Productivity,Dry Lot,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18837,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Sub-Saharan Africa,50,N/A,N/A,
18838,Low-Productivity,Daily Spread,Chicken Broiler,Sub-Saharan Africa,50,N/A,N/A,
18839,Low-Productivity,Digester,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18840,Low-Productivity,Burned For Fuel,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18841,Low-Productivity,Pit<1Month,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18843,Low-Productivity,Poultry Manure,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18844,Low-Productivity,Deep Bedding,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18845,Low-Productivity,Composting,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18846,Low-Productivity,Aerobic Treatment,Chicken Broiler,Sub-Saharan Africa,0,N/A,N/A,
18847,Low-Productivity,Lagoon,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18848,Low-Productivity,Liquid/Slurry,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18849,Low-Productivity,Solid Storage,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18850,Low-Productivity,Dry Lot,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18851,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,East Asia And South-East Asia,50,N/A,N/A,
18852,Low-Productivity,Daily Spread,Chicken Broiler,East Asia And South-East Asia,50,N/A,N/A,
18853,Low-Productivity,Digester,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18854,Low-Productivity,Burned For Fuel,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18855,Low-Productivity,Pit<1Month,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18857,Low-Productivity,Poultry Manure,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18858,Low-Productivity,Deep Bedding,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18859,Low-Productivity,Composting,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18860,Low-Productivity,Aerobic Treatment,Chicken Broiler,East Asia And South-East Asia,0,N/A,N/A,
18861,Low-Productivity,Lagoon,Chicken Broiler,North America,0,N/A,N/A,
18862,Low-Productivity,Liquid/Slurry,Chicken Broiler,North America,0,N/A,N/A,
18863,Low-Productivity,Solid Storage,Chicken Broiler,North America,0,N/A,N/A,
18864,Low-Productivity,Dry Lot,Chicken Broiler,North America,0,N/A,N/A,
18865,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,North America,50,N/A,N/A,
18866,Low-Productivity,Daily Spread,Chicken Broiler,North America,50,N/A,N/A,
18867,Low-Productivity,Digester,Chicken Broiler,North America,0,N/A,N/A,
18868,Low-Productivity,Burned For Fuel,Chicken Broiler,North America,0,N/A,N/A,
18869,Low-Productivity,Pit<1Month,Chicken Broiler,North America,0,N/A,N/A,
18871,Low-Productivity,Poultry Manure,Chicken Broiler,North America,0,N/A,N/A,
18872,Low-Productivity,Deep Bedding,Chicken Broiler,North America,0,N/A,N/A,
18873,Low-Productivity,Composting,Chicken Broiler,North America,0,N/A,N/A,
18874,Low-Productivity,Aerobic Treatment,Chicken Broiler,North America,0,N/A,N/A,
18875,Low-Productivity,Lagoon,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18876,Low-Productivity,Liquid/Slurry,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18877,Low-Productivity,Solid Storage,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18878,Low-Productivity,Dry Lot,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18879,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Latin America And The Caribbean,50,N/A,N/A,
18880,Low-Productivity,Daily Spread,Chicken Broiler,Latin America And The Caribbean,50,N/A,N/A,
18881,Low-Productivity,Digester,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18882,Low-Productivity,Burned For Fuel,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18883,Low-Productivity,Pit<1Month,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18885,Low-Productivity,Poultry Manure,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18886,Low-Productivity,Deep Bedding,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18887,Low-Productivity,Composting,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18888,Low-Productivity,Aerobic Treatment,Chicken Broiler,Latin America And The Caribbean,0,N/A,N/A,
18889,Low-Productivity,Lagoon,Chicken Broiler,Western Europe,0,N/A,N/A,
18890,Low-Productivity,Liquid/Slurry,Chicken Broiler,Western Europe,0,N/A,N/A,
18891,Low-Productivity,Solid Storage,Chicken Broiler,Western Europe,0,N/A,N/A,
18892,Low-Productivity,Dry Lot,Chicken Broiler,Western Europe,0,N/A,N/A,
18893,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Western Europe,50,N/A,N/A,
18894,Low-Productivity,Daily Spread,Chicken Broiler,Western Europe,50,N/A,N/A,
18895,Low-Productivity,Digester,Chicken Broiler,Western Europe,0,N/A,N/A,
18896,Low-Productivity,Burned For Fuel,Chicken Broiler,Western Europe,0,N/A,N/A,
18897,Low-Productivity,Pit<1Month,Chicken Broiler,Western Europe,0,N/A,N/A,
18899,Low-Productivity,Poultry Manure,Chicken Broiler,Western Europe,0,N/A,N/A,
18900,Low-Productivity,Deep Bedding,Chicken Broiler,Western Europe,0,N/A,N/A,
18901,Low-Productivity,Composting,Chicken Broiler,Western Europe,0,N/A,N/A,
18902,Low-Productivity,Aerobic Treatment,Chicken Broiler,Western Europe,0,N/A,N/A,
18903,Low-Productivity,Lagoon,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18904,Low-Productivity,Liquid/Slurry,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18905,Low-Productivity,Solid Storage,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18906,Low-Productivity,Dry Lot,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18907,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Eastern Europe,50,N/A,N/A,
18908,Low-Productivity,Daily Spread,Chicken Broiler,Eastern Europe,50,N/A,N/A,
18909,Low-Productivity,Digester,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18910,Low-Productivity,Burned For Fuel,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18911,Low-Productivity,Pit<1Month,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18913,Low-Productivity,Poultry Manure,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18914,Low-Productivity,Deep Bedding,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18915,Low-Productivity,Composting,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18916,Low-Productivity,Aerobic Treatment,Chicken Broiler,Eastern Europe,0,N/A,N/A,
18917,Low-Productivity,Lagoon,Chicken Broiler,Russian Federation,0,N/A,N/A,
18918,Low-Productivity,Liquid/Slurry,Chicken Broiler,Russian Federation,0,N/A,N/A,
18919,Low-Productivity,Solid Storage,Chicken Broiler,Russian Federation,0,N/A,N/A,
18920,Low-Productivity,Dry Lot,Chicken Broiler,Russian Federation,0,N/A,N/A,
18921,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Russian Federation,50,N/A,N/A,
18922,Low-Productivity,Daily Spread,Chicken Broiler,Russian Federation,50,N/A,N/A,
18923,Low-Productivity,Digester,Chicken Broiler,Russian Federation,0,N/A,N/A,
18924,Low-Productivity,Burned For Fuel,Chicken Broiler,Russian Federation,0,N/A,N/A,
18925,Low-Productivity,Pit<1Month,Chicken Broiler,Russian Federation,0,N/A,N/A,
18927,Low-Productivity,Poultry Manure,Chicken Broiler,Russian Federation,0,N/A,N/A,
18928,Low-Productivity,Deep Bedding,Chicken Broiler,Russian Federation,0,N/A,N/A,
18929,Low-Productivity,Composting,Chicken Broiler,Russian Federation,0,N/A,N/A,
18930,Low-Productivity,Aerobic Treatment,Chicken Broiler,Russian Federation,0,N/A,N/A,
18931,Low-Productivity,Lagoon,Chicken Broiler,Oceania,0,N/A,N/A,
18932,Low-Productivity,Liquid/Slurry,Chicken Broiler,Oceania,0,N/A,N/A,
18933,Low-Productivity,Solid Storage,Chicken Broiler,Oceania,0,N/A,N/A,
18934,Low-Productivity,Dry Lot,Chicken Broiler,Oceania,0,N/A,N/A,
18935,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,Oceania,50,N/A,N/A,
18936,Low-Productivity,Daily Spread,Chicken Broiler,Oceania,50,N/A,N/A,
18937,Low-Productivity,Digester,Chicken Broiler,Oceania,0,N/A,N/A,
18938,Low-Productivity,Burned For Fuel,Chicken Broiler,Oceania,0,N/A,N/A,
18939,Low-Productivity,Pit<1Month,Chicken Broiler,Oceania,0,N/A,N/A,
18941,Low-Productivity,Poultry Manure,Chicken Broiler,Oceania,0,N/A,N/A,
18942,Low-Productivity,Deep Bedding,Chicken Broiler,Oceania,0,N/A,N/A,
18943,Low-Productivity,Composting,Chicken Broiler,Oceania,0,N/A,N/A,
18944,Low-Productivity,Aerobic Treatment,Chicken Broiler,Oceania,0,N/A,N/A,
18945,Low-Productivity,Lagoon,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18946,Low-Productivity,Liquid/Slurry,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18947,Low-Productivity,Solid Storage,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18948,Low-Productivity,Dry Lot,Chicken Broiler,NENA/Middle East,0,N/A,N/A,
18949,Low-Productivity,Pasture/Range/Paddock,Chicken Broiler,NENA/Middle East,50,N/A,N/A,
